date,franchise_level,benchmark_spy_level,interval_snapshot,interval_rebalance_date,interval_end_date,approved_weight_pct,priced_approved_weight_pct,unresolved_weight_pct,approved_holdings_count,priced_approved_holdings_count,unresolved_holdings_count
2008-01-23,91.2571256889695,91.55329428036151,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-01-24,92.00562411488632,92.32614850601311,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-01-25,90.93018723177208,90.99240267726128,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-01-28,92.30485021438558,92.49711700183516,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-01-29,93.28756130961435,92.95533172677224,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-01-30,92.65106004366268,92.27136196281413,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-01-31,96.21007208694456,93.95394099144487,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-01,98.80299265905879,95.46545574358366,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-04,96.40562001263253,94.26168428392457,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-05,94.38074914839618,91.73795941198331,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-06,92.87219791928905,90.99929888549613,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-07,93.89505915374313,91.60118461532566,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-08,92.74304783554005,91.01289974062595,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-11,93.1545912112722,91.47801067379785,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-12,94.48821557285844,92.32614850601311,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-13,96.63311233273217,93.26997122748676,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-14,94.56133643621244,92.449226666871,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-15,93.48666026914643,92.42872960350634,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-19,93.40803003440999,92.68858256102187,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-20,94.86204745074551,92.96222793500708,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-21,93.04683441437722,92.18937370935548,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-22,93.12180456383359,92.7569699593507,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-25,94.2869130225019,93.92654771984537,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-26,96.61374366930208,94.63101454716816,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-27,96.68784168811615,94.53523387723985,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-28,94.51630570729876,93.61190821913084,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-02-29,92.25152335705533,91.52590100876202,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-03-03,91.61308165584106,91.30704217797582,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-03-04,91.37271763319333,90.95820897809689,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-03-05,91.97720526362119,91.53270143632693,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-03-06,88.87204420262759,89.63815978514481,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-03-07,88.41353244366617,88.71483412703583,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-03-10,86.84185456377917,87.54535214721106,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
2008-03-11,89.50164909252861,90.69145981234652,2007-12-31,2007-12-31,2008-06-30,86.84000000000006,86.84000000000006,13.36,52,52,8
